,Show ID,Show Name,Genre,TV-Rating,Description,Available on Hulu,Available on Netflix
1944,80211991,You,"Crime TV Shows, Romantic TV Shows, TV Dramas",TV-MA,"Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",No,Yes
1945,80227574,You vs. Wild,"Kids' TV, Reality TV, Science & Nature TV",TV-PG,"In this interactive series, you'll make key decisions to help Bear Grylls survive, thrive and complete missions in the harshest environments on Earth.",No,Yes
1946,80109038,You're My Destiny,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,"A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.",No,Yes
1947,80031377,Young & Hungry,TV Comedies,TV-14,"A female food blogger is hired as a personal chef by a young tech tycoon and faces a new menu of challenges, both inside and outside of the kitchen.",No,Yes
1948,80041089,Your lie in April,"Anime Series, International TV Shows, Romantic TV Shows",TV-PG,"After his mother's death, a piano prodigy's will to play disappears. But meeting a free-spirited girl who plays the violin turns his life around.",No,Yes
1949,80157717,Yours Fatefully,"International TV Shows, Romantic TV Shows, TV Comedies",TV-PG,"Two lonely singles meet on a blind date and slowly get to know each other, unaware that their parents are friends and may be falling in love.",No,Yes
1950,70177034,Yu-Gi-Oh!,"Anime Series, Kids' TV",TV-Y7,"The lives of young Yugi Moto and his friends Joey, Tristan, and Téa are forever changed when a fantasy card game becomes their reality.",No,Yes
1951,80987906,Yu-Gi-Oh! Arc-V,"Anime Series, Kids' TV",TV-Y7,"Now that he's discovered the Pendulum Summoning technique, Yuya's dream of becoming the greatest ""dueltainer"" is in reach – but it won't be easy!",No,Yes
1952,80217769,Yummy Mummies,"International TV Shows, Reality TV",TV-14,It's drama Down Under when expectant mothers with model good looks and lavish lifestyles pull out all the stops to prepare for their new arrivals.,No,Yes
1953,80126991,Yunus Emre,"International TV Shows, TV Dramas",TV-PG,"During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.",No,Yes
1954,80008434,Z Nation,"TV Action & Adventure, TV Comedies, TV Horror",TV-14,"A team embarks on a perilous cross-country mission to transport the one man who survived a deadly zombie virus, hoping he holds the key to a vaccine.",No,Yes
1955,81041002,Z4,Kids' TV,TV-PG,Fading music biz veteran Zé realizes he has just one more chance at redemption: He must assemble a hit boy band from a ragtag group of pop newbies.,No,Yes
1956,80166239,Zak Storm,Kids' TV,TV-Y7-FV,"Teen surfer Zak Storm is mysteriously transported to the Bermuda Triangle, where he becomes the captain of a magical ship full of misfits.",No,Yes
1957,70286809,Zig & Sharko,Kids' TV,TV-Y,"Zig, an island-bound hyena, will do anything to get his paws on Marina the mermaid, but her devoted pal Sharko always comes to her rescue in time.",No,Yes
1958,80087078,Zindagi Gulzar Hai,"International TV Shows, Romantic TV Shows, TV Dramas",TV-PG,"Strong-willed, middle-class Kashaf and carefree, wealthy Zaroon meet in college, but before love can take root, they each have some growing up to do.",No,Yes
1959,81100135,Zombie Dumb,"Kids' TV, Korean TV Shows, TV Comedies",TV-Y7,"While living alone in a spooky town, a young girl befriends a motley crew of zombie children with diverse personalities.",No,Yes
1960,81140259,Zona Rosa,"International TV Shows, Spanish-Language TV Shows, Stand-Up Comedy & Talk Shows",TV-MA,An assortment of talent takes the stage for a night of honest stand-up featuring four of Mexico's funniest LGBTQ comedians.,No,Yes
1961,80011206,Zoo,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",TV-14,"When animal species all over the world begin attacking humans, controversial zoologist Jackson Oz tries to discover the cause of the sudden change.",No,Yes
1962,80204927,Zumbo's Just Desserts,"International TV Shows, Reality TV",TV-14,"Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100,000 prize.",No,Yes
1963,80126875,Şubat,"Crime TV Shows, International TV Shows, TV Dramas",TV-14,"An orphan subjected to tests that gave him superpowers is rescued and raised on Istanbul's streets, where he falls for a reporter linked to his past.",No,Yes
1964,80993794,แผนร้ายนายเจ้าเล่ห์,"International TV Shows, Romantic TV Shows, TV Comedies",TV-14,"When two brothers fall for two sisters, they quickly realize the age differences between them are too big to ignore.",No,Yes
1965,80186926,​SAINT SEIYA: Knights of the Zodiac,"Anime Series, International TV Shows",TV-14,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",No,Yes
1966,80990464,忍者ハットリくん,"Anime Series, Kids' TV",TV-Y7,"Hailing from the mountains of Iga, Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja.",No,Yes
1967,80136789,海的儿子,"International TV Shows, TV Dramas",TV-PG,"Two brothers start a new life in Singapore, where they run into a childhood friend who falls in love with the elder while attracting the younger.",No,Yes
1968,80226338,마녀사냥,"International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows",TV-MA,"Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness.",No,Yes
1969,22416,Adventure Time,Kids,TV-PG,"It's one crazy adventure after another for human boy, Finn, and his best friend, Jake, a 28-year old dog with magical powers. They're out to have the most fun possible and they sure do find it exploring the Land of Ooo! Whether it's saving Princess Bubblegum, battling zombie candy, taunting the Ice King or rocking out with Marceline the Vampire Queen, with Finn and Jake it's always ADVENTURE TIME!",Yes,No
1970,969,America's Got Talent,Reality and Game Shows,TV-PG,America votes in the ultimate talent show to determine which act deserves a million dollars.,Yes,No
1971,8322,America's Next Top Model,Reality and Game Shows,TV-14,"Young women of various backgrounds, shapes and sizes compete to prove that they can make it in the high-stress, high-stakes world of modeling. With mentoring by supermodel Tyra Banks and exposure to prolific fashion-industry gurus, the finalists compete in an accelerated modeling boot camp. Participants learn to master complicated catwalks, fashion photo shoots and perfect publicity skills, all under 24-hour-a-day surveillance of the cameras that chronicle every move.",Yes,No
1972,53,American Dad!,Comedy,TV-14,This screwball family full of radically different personalities is just trying to figure out how to love and trust one another in a bi-partisan world.,Yes,No
1973,3433,Archer,Animation and Cartoons,TV-MA,"Archer chronicles an international spy agency and the lives of its employees. Although their work of espionage, reconnaissance missions, wiretapping and undercover surveillance is daunting and dangerous, every covert operation and global crisis is actually just another excuse for the staff to undermine, sabotage and betray each other for personal gain. ",Yes,No
1974,51,Arrested Development,Comedy,TV-14,"In this critically acclaimed series, Michael Bluth is forced to help his wildly eccentric family pick up the pieces after its wealthy patriarch is arrested and its assets frozen.",Yes,No
1975,7421,Awkward.,Comedy,TV-14,"From a secret relationship with a popular guy, to being undermined by a mean girl, & parents who just don't get it - Jenna's misfortune will eventually serve as the catalyst for amazing change, but it's not without some missteps and mishaps along the way.",Yes,No
1976,19738,Black-ish,Comedy,TV-14,"Andre 'Dre' Johnson has a great job, a beautiful wife, Rainbow, four kids, and a colonial home in the 'burbs. But has success brought too much assimilation for this black family?",Yes,No
1977,1318,Bleach,Anime,TV-14,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever when Rukia transfers most of her powers to him. Now a Soul Reaper himself with a new found wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil. But when Rukia's actions are called under scrutiny, Ichigo and his friends must put everything on the line to prepare to save their friend from the harsh justice of the Soul Society.",Yes,No
1978,24499,Blindspot,Drama,TV-14,"A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed. From Executive Producer Greg Berlanti (""The Mysteries of Laura,"" ""The Flash,"" ""Arrow"").",Yes,No
1979,18114,Blue Bloods,Drama,TV-14,Blue Bloods is a drama about a multi-generational family of cops dedicated to New York City law enforcement.,Yes,No
1980,4910,Bob's Burgers,Animation and Cartoons,TV-14,"Bob runs Bob's Burgers with the help of his wife and their three kids. Business may be slow, but they never give up hope.",Yes,No
1981,10,Bones,Drama,TV-14,Forensic anthropologist Dr. Temperance Brennan uses her uncanny ability to read clues left behind in bones to help FBI agent Seeley Booth solve murder cases. Based on the life of anthropologist and novelist Kathy Reichs.,Yes,No
1982,16937,Broad City,Comedy,TV-MA,"A bottle of wine tastes just as good when you pay with all pennies. That's a fact. And no matter what the city throws at twenty-somethings Abbi and Ilana, these broads are all in. Catch the totally fresh, new series based on the acclaimed digital shorts.",Yes,No
1983,15137,Brooklyn Nine-Nine,Comedy,TV-14,"BROOKLYN NINE-NINE is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, the series is not really about the job – it’s about the men and women behind the badge.",Yes,No
1984,7889,CSI: Crime Scene Investigation,Drama,TV-14,"""CSI: Crime Scene Investigation"" is a fast-paced drama about a team of forensic investigators trained to solve crimes by examining the evidence. They are on the case 24/7, scouring the scene, collecting the irrefutable evidence and finding the missing pieces that will solve the mystery.",Yes,No
1985,23170,Casual,Comedy,TV-MA,"From the Academy Award Nominated Director of “Up in the Air” and “Juno” comes Casual, a new comedy series about a bachelor brother and his newly divorced sister living under one roof again. Together, they coach each other through the crazy world of dating while raising her teenage daughter. Created by Zander Lehmann, Casual is executive produced by Jason Reitman, Zander Lehmann, Helen Estabrook, and Liz Tigelaar.",Yes,No
